before_stopword,after_stopword
"['kekalahan', 'yang', 'sangat', 'mengecewakan', 'kita', 'terlalu', 'mudah', 'kebobolan', 'dan', 'enggak', 'ada', 'perbaikan', 'di', 'lini', 'belakang']",kekalahan mengecewakan mudah kebobolan perbaikan di lini
"['wkwk', 'kasihan', 'pelatih', 'nya', 'numpuk', 'semua', 'lu']",wkwk kasihan pelatih nya numpuk lu
"['kelihatannya', 'comment', 'tapi', 'indak', 'lihat', 'pertandingan']",comment indak lihat pertandingan
"['balas', 'babak', 'ke', 'di', 'stry', 'selalu', 'share', 'l', 'nk', 'menonton', 'emyu']",balas babak ke di stry share l nk menonton emyu
"['kalau', 'mau', 'juara', 'mental', 'harus', 'diperbaiki', 'dulu', 'jangan', 'gampang', 'down', 'kalau', 'ketinggalan']",juara mental diperbaiki gampang down ketinggalan
"['enggak', 'jeles', 'amat', 'dokter', 'fishio', 'emyu', 'ini', 'trutma', 'luke', 'shaw']",jeles dokter fishio emyu trutma luke shaw
"['intinya', 'lebih', 'ke', 'mengapai', 'masih', 'mainin', 'sih', 'dalot']",intinya ke mengapai mainin sih dalot
"['kebobolan', 'tadi', 'salah', 'martinez', 'bukan', 'maguire', 'dia', 'enggak', 'jaga', 'welbeck']",kebobolan salah martinez maguire jaga welbeck
"['ayo', 'unyu', 'jangan', 'lawak', 'lagi', 'kayak', 'musim', 'lalu', 'dong']",ayo unyu lawak kayak musim
"['sehat', 'deh']",sehat deh
"['oi', 'oi', 'oi']",oi oi oi
"['amorim', 'kasih', 'kita', 'kemenangan', 'penting', 'tapi', 'pertahanan', 'tetap', 'jadi', 'masalah', 'buat', 'mu', 'tapi', 'harus', 'lebih', 'solid']",amorim kasih kemenangan pertahanan mu solid
"['tolong', 'jangan', 'menonton', 'mu', 'sampai', 'juara']",tolong menonton mu juara
"['ruben', 'amorim', 'sudah', 'menunjukkan', 'tandatanda', 'positif', 'dalam', 'laga', 'pertama', 'meskipun', 'hasilnya', 'imbang', 'saya', 'percaya', 'dia', 'bisa', 'memperbaiki', 'tim', 'lebih', 'baik']",ruben amorim tandatanda positif laga hasilnya imbang percaya memperbaiki tim
"['kalau', 'streaming', 'dimana']",streaming dimana
"['tinggal', 'main', 'doang', 'apa', 'susahnya', 'system', 'lu', 'saja', 'enggak', 'jelas', 'wkwk']",tinggal main doang susahnya system lu wkwk
"['antony', 'tuker', 'mudryk', 'saja']",antony tuker mudryk
"['luke', 'shaw', 'masih', 'idupkirain', 'deh', 'mati']",luke shaw idupkirain deh mati
"['sangat', 'mengecewakan', 'kalah', 'pertahanan', 'dan', 'serangan', 'sangat', 'buruk', 'kita', 'harus', 'belajar', 'dari', 'kesalahan', 'ini']",mengecewakan kalah pertahanan serangan buruk belajar kesalahan
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['lae', 'tenang', 'ada', 'mas', 'mount']",lae tenang mas mount
"['harus', 'beli', 'tipikal', 'pemain', 'no', 'dan', 'bisa', 'free', 'role', 'plus', 'penyerang', 'pengalaman']",beli tipikal pemain no free role plus penyerang pengalaman
"['chemistry', 'tim', 'meningkat', 'di', 'bawah', 'amorim', 'pemain', 'lebih', 'bebas', 'berekspresi']",chemistry tim meningkat di amorim pemain bebas berekspresi
"['rashford', 'pun', 'tak', 'guna']",rashford
"['terus', 'coba', 'sebutin', 'siapa', 'yang', 'cocok', 'gantiin']",coba sebutin cocok gantiin
"['belum', 'terlihat', 'perubahan', 'signifikan', 'tapi', 'setidaknya', 'ada', 'perbaikan', 'kecil', 'dalam', 'pola', 'permainan']",perubahan signifikan perbaikan pola permainan
"['enggak', 'jelas', 'main', 'ya', 'kaya', 'tim', 'liga', 'bri', 'anjir']",main ya kaya tim liga bri anjir
"['meskipun', 'kami', 'hanya', 'bermain', 'imbang', 'saya', 'melihat', 'adanya', 'perubahan', 'positif', 'dalam', 'gaya', 'bermain', 'mu', 'di', 'bawah', 'ruben', 'amorim']",bermain imbang perubahan positif gaya bermain mu di ruben amorim
"['senang', 'lihat', 'pemain', 'muda', 'dapat', 'kesempatan', 'di', 'era', 'amorim', 'ini', 'yang', 'kita', 'butuhkan']",senang lihat pemain muda kesempatan di era amorim butuhkan
['hahahah'],hahahah
"['kapan', 'main', 'lagi', 'dan', 'jam', 'berapa']",main jam
"['pasti', 'tim', 'pelatih', 'menejemen', 'sudah', 'siap', 'menghadapi', 'cederanya', 'amad', 'karena', 'mereka', 'mengasih', 'pinjem', 'antony', 'raspot', 'sancho', 'masak', 'iya', 'asal', 'pinjemin', 'saja', 'enggak', 'memikirkan', 'hal', 'terburuk']",tim pelatih menejemen menghadapi cederanya amad mengasih pinjem antony raspot sancho masak iya pinjemin memikirkan terburuk
['harinya'],harinya
"['lihat', 'di', 'fanbase', 'sebelah', 'katanya', 'gaji', 'sancho', 'dibayar', 'sama', 'chelsea', 'jadi', 'yang', 'benar', 'yang', 'mana', 'ya']",lihat di fanbase sebelah gaji sancho dibayar chelsea ya
"['kelemahan', 'emyu', 'itu', 'rekrut', 'pemain', 'di', 'tim', 'medioker', 'enggak', 'terkenal']",kelemahan emyu rekrut pemain di tim medioker terkenal
"['kombinasi', 'passing', 'di', 'sepertiga', 'akhir', 'lebih', 'variatif', 'dibanding', 'era', 'ten', 'hag']",kombinasi passing di sepertiga variatif dibanding era ten hag
"['untungnya', 'ada', 'harry', 'maguire']",untungnya harry maguire
"['rasford', 'dan', 'zizah', 'murni', 'offside']",rasford zizah murni offside
"['hancur', 'total', 'mu', 'di', 'tangan', 'amorim', 'mainnya', 'kayak', 'tim', 'championship', 'sekarang', 'malu']",hancur total mu di tangan amorim mainnya kayak tim championship malu
"['wkwk', 'agak', 'lain', 'memang']",wkwk
"['saya', 'suka', 'semangat', 'tim', 'ini', 'meski', 'kalah', 'tetap', 'kasih', 'perlawanan', 'yang', 'sengit']",suka semangat tim kalah kasih perlawanan sengit
"['semoga', 'saja', 'mathys', 'tell', 'dibeli', 'deh', 'sama', 'man', 'lu']",semoga mathys tell dibeli deh man lu
"['style', 'penalty', 'licha', 'gila', 'cool', 'banget']",style penalty licha gila cool banget
"['benar', 'masuk', 'musim', 'melatih', 'permainannya', 'enggak', 'ada', 'signifikan', 'terlebih', 'pemain', 'yang', 'dia', 'mau', 'sudah', 'didatngkan']",masuk musim melatih permainannya signifikan pemain didatngkan
"['kenapa', 'loan', 'kenapa', 'tidak', 'di', 'jual', 'terus']",loan di jual
"['nanti', 'bola', 'crosing', 'malah', 'ploga', 'plogo', 'obana', 'obanaa']",bola crosing ploga plogo obana obanaa
"['sebelum', 'komen', 'harus', 'tahu', 'info', 'dulu', 'bocah']",komen info bocah
"['kadang', 'heran', 'lihat', 'pemain', 'lain', 'pengin', 'nya', 'cetak', 'gol', 'pemain', 'united', 'semisal', 'rasford', 'sama', 'anthony', 'pengin', 'nya', 'pamer', 'skill', 'norakliat', 'no', 'ibrahimovicsudut', 'sempit', 'kaki', 'kiri', 'saja', 'pas', 'di', 'united', 'mash', 'bisa', 'cetak', 'gol', 'bukan', 'cuma', 'cek', 'gocek', 'doang']",kadang heran lihat pemain pengin nya cetak gol pemain united rasford anthony pengin nya pamer skill norakliat no ibrahimovicsudut sempit kaki kiri pas di united mash cetak gol cek gocek doang
"['rotasi', 'pemain', 'lebih', 'masuk', 'akal', 'di', 'era', 'amorim']",rotasi pemain masuk akal di era amorim
"['mending', 'tukang', 'kebun', 'old', 'trafford', 'jadi', 'pelatih', 'daripada', 'amorim', 'sungguh', 'memalukan']",mending tukang kebun old trafford pelatih amorim sungguh memalukan
"['menonton', 'final', 'fa', 'enggak']",menonton final fa
"['sty', 'ini']",sty
"['bang', 'please', 'sadar', 'diri', 'bang']",bang please sadar bang
"['pertahanan', 'kita', 'sempat', 'terlihat', 'goyah', 'di', 'beberapa', 'kesempatan', 'beruntung', 'brighton', 'tidak', 'mampu', 'memanfaatkan', 'peluang', 'tersebut']",pertahanan goyah di kesempatan beruntung brighton memanfaatkan peluang
"['jasa', 'vektor', 'dm', 'saja']",jasa vektor dm
"['akamsi', 'sih', 'susah', 'di', 'buang']",akamsi sih susah di buang
"['mending', 'rekrut', 'pemain', 'baru', 'saja', 'dari', 'pada', 'bertahan', 'sama', 'skuad', 'beban', 'ini']",mending rekrut pemain bertahan skuad beban
"['pemain', 'mulai', 'mengerti', 'gaya', 'main', 'amorim', 'tapi', 'lini', 'belakang', 'masih', 'butuh', 'pembenahan', 'semoga', 'lebih', 'baik', 'di', 'lagalaga', 'berikutnya']",pemain mengerti gaya main amorim lini butuh pembenahan semoga di lagalaga
"['tapi', 'kayaknya', 'mainoo', 'memang', 'lebih', 'nyaman', 'dikasih', 'free', 'role', 'di', 'depan', 'begitu', 'deh']",kayaknya mainoo nyaman dikasih free role di deh
"['deh', 'gea', 'diamonde', 'deh', 'light', 'maguire', 'mazroi', 'mctomnay', 'mainodavies', 'kvaratskhelia', 'hojlundgyokeres', 'olise']",deh gea diamonde deh light maguire mazroi mctomnay mainodavies kvaratskhelia hojlundgyokeres olise
"['kayak', 'berasa', 'ngaruh', 'saja', 'ke', 'tim']",kayak berasa ngaruh ke tim
"['nongol', 'juga', 'pendukung', 'ten', 'hag', 'percaya', 'prokes']",nongol pendukung ten hag percaya prokes
"['posisi', 'juga', 'unbeaten', 'kan', 'bang']",posisi unbeaten bang
"['menonton', 'ane', 'bang']",menonton ane bang
"['mu', 'harus', 'meningkatkan', 'permainan', 'passing', 'di', 'lini', 'tengah', 'banyak', 'yang', 'harus', 'diperbaiki']",mu meningkatkan permainan passing di lini diperbaiki
"['botak', 'banyak', 'lagu', 'nya']",botak lagu nya
"['zirkzee', 'sama', 'hojlund', 'bisa', 'jadi', 'senjata', 'mematikan', 'musim', 'depan', 'keduanya', 'punya', 'finishing', 'yang', 'oke', 'banget']",zirkzee hojlund senjata mematikan musim finishing oke banget
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['isnan', 'kan', 'siapa', 'tau', 'balik', 'jadi', 'penyerang', 'bisa', 'sat', 'set', 'sat', 'set', 'lagi']",isnan tau penyerang sat set sat set
"['kalo', 'lihat', 'bola', 'naik', 'baru', 'maju', 'maju', 'enggak', 'offside', 'bang', 'tapi', 'kalo', 'lihat', 'posisi', 'begini', 'ya', 'offside', 'kalo', 'diambil', 'sih', 'dalot', 'tadi', 'offside', 'jelas']",kalo lihat bola maju maju offside bang kalo lihat posisi ya offside kalo diambil sih dalot offside
"['terus', 'kalo', 'gue', 'mengasih', 'tau', 'pemain', 'mana', 'yang', 'harus', 'di', 'beli', 'memang', 'emyu', 'bakal', 'mendengarkan', 'gue', 'kocak', 'kali']",kalo gue mengasih tau pemain di beli emyu mendengarkan gue kocak kali
"['yang', 'di', 'tunggu', 'kemenangan', 'beruntun', 'buat', 'ningkatin', 'mental', 'e', 'baru', 'match', 'ke', 'sudah', 'kok']",di tunggu kemenangan beruntun ningkatin mental e match ke
"['onana', 'main', 'home', 'beh', 'combo', 'mematikan']",onana main home beh combo mematikan
"['tiap', 'musim', 'begini', 'terus']",musim
"['assist', 'bruno', 'kelas', 'banget', 'crossing', 'membelah', 'lautan']",assist bruno kelas banget crossing membelah lautan
"['gila', 'seru', 'banget', 'pertandingan', 'kali', 'ini', 'ayo', 'terus', 'berjuang']",gila seru banget pertandingan kali ayo berjuang
"['nah', 'itu', 'dia']",
"['ada', 'ada', 'saja', 'bang', 'ini', 'club', 'ampun', 'wkwk']",bang club ampun wkwk
"['bruno', 'pertahankan', 'standart', 'kita']",bruno pertahankan standart
"['bayindir', 'bisa', 'nih', 'geser', 'onane']",bayindir nih geser onane
"['saya', 'optimis', 'dengan', 'perubahan', 'yang', 'dibawa', 'ruben', 'amorim', 'meskipun', 'ada', 'banyak', 'kekurangan', 'saya', 'yakin', 'dia', 'bisa', 'memperbaiki', 'tim', 'ke', 'depannya']",optimis perubahan dibawa ruben amorim kekurangan memperbaiki tim ke depannya
"['mazraoui', 'langsung', 'nyetel', 'di', 'bek', 'kanan', 'crossingnya', 'cakepcakep', 'shaw', 'di', 'kiri', 'maz', 'di', 'kanan', 'perfect']",mazraoui langsung nyetel di bek kanan crossingnya cakepcakep shaw di kiri maz di kanan perfect
"['pergerakan', 'off', 'the', 'ball', 'lebih', 'dinamis', 'pemain', 'tidak', 'terlalu', 'statis', 'menunggu', 'bola']",pergerakan off the ball dinamis pemain statis menunggu bola
"['pemain', 'juniornya', 'nya', 'saja', 'turunin']",pemain juniornya nya turunin
"['standup', 'comedy']",standup comedy
"['gol', 'saipul', 'kemarin', 'murni', 'kesalahan', 'semua']",gol saipul kemarin murni kesalahan
"['untungnya', 'ada', 'harry', 'maguire']",untungnya harry maguire
['elsilahkan'],elsilahkan
"['kata', 'untuk', 'casemiro']",casemiro
"['piala', 'fa', 'enggak', 'ada', 'var', 'ya', 'sepertinya', 'goal', 'maguire', 'offside']",piala fa var ya goal maguire offside
"['ruben', 'amorim', 'sudah', 'mulai', 'menunjukkan', 'kualitasnya', 'meskipun', 'hasil', 'pertama', 'imbang', 'saya', 'yakin', 'dia', 'bisa', 'membawa', 'mu', 'ke', 'level', 'yang', 'lebih', 'tinggi']",ruben amorim kualitasnya hasil imbang membawa mu ke level
"['sterling', 'sama', 'maduake', 'enggak', 'apa-apa']",sterling maduake apa-apa
"['walau', 'menang', 'saya', 'masih', 'khawatir', 'dengan', 'pertahanan', 'mu', 'perlu', 'lebih', 'banyak', 'latihan', 'defensif']",menang khawatir pertahanan mu latihan defensif
"['kenapa', 'amorim', 'tidak', 'mencoba', 'lebih', 'banyak', 'pemain', 'muda', 'padahal', 'ada', 'potensi']",amorim mencoba pemain muda potensi
"['beberapa', 'pemain', 'masih', 'kesulitan', 'memahami', 'filosofi', 'permainan', 'amorim']",pemain kesulitan memahami filosofi permainan amorim
"['bismillah', 'saja', 'untuk', 'sisa', 'musim', 'ini']",bismillah sisa musim
"['enggak', 'usah', 'mengomong', 'posisi', 'dulu', 'deh', 'pak', 'eth', 'perbaiki', 'dulu', 'gaya', 'mainnya', 'sudah', 'beli', 'yang', 'lu', 'mau', 'loh', 'tapi', 'main', 'masih', 'enggak', 'jelas']",mengomong posisi deh eth perbaiki gaya mainnya beli lu loh main
"['ya', 'karena', 'waktu', 'itu', 'kayak', 'enggak', 'ada', 'target', 'lain', 'saja']",ya kayak target
"['dulu', 'ada', 'yang', 'bilang', 'selagi', 'masih', 'ada', 'duet', 'mcfreed', 'maka', 'mu', 'akan', 'begitu', 'saja', 'sekarang', 'mcfreed', 'sudah', 'rip', 'di', 'muttep', 'saja', 'begitu', 'ajasoitu', 'semua', 'omong', 'kosong', 'belaka']",bilang selagi duet mcfreed mu mcfreed rip di muttep ajasoitu omong kosong belaka
"['sama', 'saja', 'ini', 'mah', 'bedanya', 'satunya', 'sampah', 'organik', 'di', 'tukar', 'sama', 'sampah', 'anorganik']",mah bedanya satunya sampah organik di tukar sampah anorganik
"['itu', 'tadi', 'pemain', 'brighton', 'sengaja', 'ngegeser', 'bola', 'pakai', 'tangan', 'kagak', 'ada', 'kartu', 'sama', 'sekali', 'dari', 'washiit']",pemain brighton sengaja ngegeser bola pakai tangan kagak kartu washiit
"['ten', 'hag', 'masih', 'butuh', 'waktu', 'kasih', 'dia', 'kesempatan', 'buat', 'ngebangun', 'tim', 'yang', 'lebih', 'solid']",ten hag butuh kasih kesempatan ngebangun tim solid
"['enggak', 'bayindir']",bayindir
"['harus', 'beli', 'tipikal', 'pemain', 'no', 'dan', 'bisa', 'free', 'role', 'plus', 'penyerang', 'pengalaman']",beli tipikal pemain no free role plus penyerang pengalaman
"['mungkin', 'karena', 'ini', 'sih', 'jadi', 'emyu', 'menambah', 'm', 'saja']",sih emyu menambah m
"['ambil', 'chihwel', 'saja']",ambil chihwel
"['mending', 'chiesa', 'lebih', 'enggak', 'daripada', 'sterling', 'apalagi', 'minyak', 'sanco']",mending chiesa sterling minyak sanco
"['siapa', 'yang', 'baru', 'main', 'di', 'epl', 'bagus']",main di epl bagus
"['garnacho', 'makin', 'percaya', 'diri', 'tapi', 'pertahanan', 'kita', 'terlalu', 'sering', 'bikin', 'kesalahan', 'saja', 'enggak', 'cukup']",garnacho percaya pertahanan bikin kesalahan
"['saya', 'harap', 'ruben', 'amorim', 'bisa', 'segera', 'meningkatkan', 'ketajaman', 'lini', 'serang', 'hasil', 'imbang', 'ini', 'menunjukkan', 'bahwa', 'kami', 'masih', 'butuh', 'lebih', 'banyak', 'perbaikan']",harap ruben amorim meningkatkan ketajaman lini serang hasil imbang butuh perbaikan
"['benar', 'bang', 'wkwk', 'ditonton', 'bikin', 'sakit', 'hati', 'enggak', 'di', 'tonton', 'bikin', 'penasaran']",bang wkwk ditonton bikin sakit hati di tonton bikin penasaran
"['di', 'lapangan', 'saja', 'enggak', 'gerak', 'apa', 'ya', 'pasti', 'tetap', 'fitlah', 'onanananananaa']",di lapangan gerak ya fitlah onanananananaa
"['mu', 'harus', 'fokus', 'pada', 'pertandingan', 'berikutnya', 'jangan', 'lengah']",mu fokus pertandingan lengah
"['lawak', 'haha']",lawak haha
"['el', 'silahkan', 'enggak', 'apa-apa', 'tetap', 'ggmu']",el silahkan apa-apa ggmu
"['hapert', 'saya', 'melihat', 'sosok', 'hitam', 'besar', 'di', 'gawang', 'emyu']",hapert sosok hitam di gawang emyu
"['suruh', 'van', 'der', 'sar', 'main', 'lagi', 'saja', 'sudah', 'enggak', 'apa-apa', 'dari', 'pada', 'dia']",suruh van der sar main apa-apa
"['jadi', 'ingat', 'dulu', 'dia', 'waktu', 'pertama', 'kali', 'debut', 'cocok', 'nya', 'jadi', 'supersub', 'coba', 'saja', 'dia', 'jadikan', 'supersub', 'main', 'nya', 'pas', 'babak', 'ke']",kali debut cocok nya supersub coba jadikan supersub main nya pas babak ke
"['harus', 'nya', 'jor', 'joran', 'beli', 'pemain', 'januari', 'kemarin', 'mending', 'kena', 'financial', 'fair', 'play', 'daripada', 'kena', 'degradasi', 'sungguh', 'lawak']",nya jor joran beli pemain januari kemarin mending kena financial fair play kena degradasi sungguh lawak
"['lini', 'depan', 'kita', 'lebih', 'hidup', 'tapi', 'defense', 'masih', 'masalah', 'besar', 'mu', 'menang', 'tapi', 'pertahanan', 'harus', 'diperbaiki', 'cepat']",lini hidup defense mu menang pertahanan diperbaiki cepat
"['saya', 'percaya', 'dengan', 'filosofi', 'ruben', 'amorim', 'bruno', 'fernandes', 'semakin', 'kreatif', 'namun', 'lini', 'serang', 'masih', 'perlu', 'lebih', 'banyak', 'peluang', 'di', 'depan', 'gawang']",percaya filosofi ruben amorim bruno fernandes kreatif lini serang peluang di gawang
"['cuma', 'bisa', 'berdoa', 'yang', 'terbaik', 'enggak', 'degradasi', 'saja', 'alhamdulillah', 'moorhouse', 'chido', 'yuk', 'debut']",berdoa terbaik degradasi alhamdulillah moorhouse chido yuk debut
"['halah', 'mourinho', 'lagi', 'memang', 'di', 'mu', 'pada', 'saat', 'itu', 'dapat', 'piala', 'habis', 'itu', 'kemana', 'di', 'roma', 'juga', 'b', 'saja', 'sekarang', 'ke', 'fenerbahce', 'ya', 'begitu', 'saja', 'bagus', 'karena', 'brandingnya', 'kuat', 'bagus', 'karena', 'team', 'management', 'secara', 'taktik', 'b', 'saja']",halah mourinho di mu piala habis kemana di roma b ke fenerbahce ya bagus brandingnya kuat bagus team management taktik b
"['begitu', 'saja', 'tuh', 'bagaimana', 'lawan', 'fulham', 'lu', 'protes', 'karena', 'cuma', 'berapa', 'itu', 'peluangnya', 'coba', 'lihat', 'xg', 'nya', 'berapa', 'makanya', 'menonton', 'yang', 'benar', 'pahami', 'yang', 'benar', 'biar', 'enggak', 'kocak', 'komennya']",tuh lawan fulham lu protes peluangnya coba lihat xg nya menonton pahami biar kocak komennya
"['emot', 'zirkzee', 'untuk', 'arsenal']",emot zirkzee arsenal
"['permainan', 'tim', 'terlihat', 'lebih', 'terorganisir', 'meskipun', 'hanya', 'hasil', 'imbang', 'saya', 'melihat', 'ada', 'semangat', 'baru', 'yang', 'ditunjukkan', 'pemain']",permainan tim terorganisir hasil imbang semangat pemain
"['kacamata', 'lo', 'bukan', 'dulu', 'blok', 'biar', 'bisa', 'menonton', 'biar', 'enggak', 'gelap']",kacamata lo blok biar menonton biar gelap
"['konstribusi', 'gue', 'menonton', 'live', 'stream', 'bayar', 'di', 'vidiocom']",konstribusi gue menonton live stream bayar di vidiocom
['setujuh'],setujuh
"['balas', 'babak', 'ke', 'di', 'stry', 'selalu', 'share', 'l', 'nk', 'menonton', 'emyu']",balas babak ke di stry share l nk menonton emyu
"['style', 'penalty', 'licha', 'gila', 'cool', 'banget']",style penalty licha gila cool banget
"['dorgu', 'underrated', 'banget', 'tapi', 'potensinya', 'gede', 'sudah', 'mulai', 'kelihatan', 'chemistrynya', 'sama', 'tim']",dorgu underrated banget potensinya gede chemistrynya tim
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['amorim', 'perlu', 'waktu', 'untuk', 'membangun', 'tim', 'jangan', 'dibandingkan', 'langsung', 'dengan', 'ten', 'hag']",amorim membangun tim dibandingkan langsung ten hag
"['lini', 'depan', 'iya', 'lagi', 'bapuk', 'nya', 'tapi', 'ada', 'rotasi', 'lah', 'tapi', 'kiper', 'buntal', 'itu', 'kenapa', 'enggak', 'pernah', 'dilakukan', 'rotasi', 'di', 'epl', 'ya']",lini iya bapuk nya rotasi kiper buntal rotasi di epl ya
['skip'],skip
"['kekalahan', 'enggak', 'bisa', 'diterima', 'pertahanan', 'kita', 'bocor', 'di', 'banyak', 'kesempatan', 'harus', 'segera', 'diperbaiki']",kekalahan diterima pertahanan bocor di kesempatan diperbaiki
"['menghibur', 'diri', 'mas']",menghibur mas
"['di', 'beli', 'dari', 'chelsea', 'cuman', 'jadi', 'langganan', 'bpjs']",di beli chelsea cuman langganan bpjs
"['nih', 'anak', 'sembuhnya', 'lama', 'harus', 'dibawa', 'ke', 'ust', 'faizar', 'biar', 'di', 'ruqiah', 'dulu']",nih anak sembuhnya dibawa ke ust faizar biar di ruqiah
"['sudah', 'pada', 'bobo', 'mimpi', 'indah', 'deh', 'o', 'united', 'we', 'love', 'you']",bobo mimpi indah deh o united we love you
"['jangan', 'jangan', 'onana', 'kiper', 'titipan']",onana kiper titipan
"['garnacho', 'dan', 'bruno', 'tampil', 'gemilang', 'tapi', 'harus', 'diingat', 'kalau', 'pertahanan', 'kita', 'masih', 'rawan', 'tapi', 'masih', 'jauh', 'dari', 'sempurna']",garnacho bruno tampil gemilang pertahanan rawan sempurna
"['sama', 'euy', 'gue', 'kira', 'tadi', 'kepencet', 'ternyata', 'beriklan', 'kesel', 'sendiri', 'enggak', 'bisa', 'ditutup', 'iklan', 'nya']",euy gue kepencet beriklan kesel ditutup iklan nya
"['onana', 'main', 'home', 'beh', 'combo', 'mematikan']",onana main home beh combo mematikan
