Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
@ManUtd_ID Tempek le,tempek le,negatif,tempek
@ShaniBudi Lo fans emyu ya?? Mending urusin aja klub kesayangan lo supaya terhindar dari zona degradasi,lo fans emyu ya mending urusin aja klub kesayangan lo supaya terhindar dari zona degradasi,negatif,lo fan emyu ya mending urus klub sayang lo hindar zona degradasi
@ManUtd_ID Fantastic wajah baru,fantastic wajah baru,netral,fantastic wajah
@ManUtd_ID Susah tidur + mood seminggu rusak keparat.,susah tidur mood seminggu rusak keparat,positif,susah tidur mood minggu rusak keparat
@ManUtd_ID bersiap degradasi aja...,bersiap degradasi aja,negatif,degradasi
@stourbeyi pasti adikmu fans emyu,pasti adikmu fans emyu,netral,adik fan emyu
15 pemain Manchester United yg berlaga di jeda internasional telah kembali semua dengan keadaan TANPA CIDERA #ManchesterUnited #kingemyu https://t.co/QzZYuguIhv,pemain manchester united yg berlaga di jeda internasional telah kembali semua dengan keadaan tanpa cidera manchesterunited kingemyu,netral,main manchester united laga di jeda internasional cidera manchesterunited kingemyu
Ruben Amorim .... Okey Here we go. .. Kebangkitan Setan merah Hampir mendekati kualitas Roberto Martinez . #ManchesterUnited #RubenAmorim #emyu,ruben amorim okey here we go kebangkitan setan merah hampir mendekati kualitas roberto martinez manchesterunited rubenamorim emyu,netral,ruben amorim okey here we go bangkit setan merah mendekati kualitas roberto martinez manchesterunited rubenamorim emyu
@bmbngstr emyu barca mint,emyu barca mint,netral,emyu barca mint
Emang sialan klub bola satu ini @ManUtd_ID,emang sialan klub bola satu ini,negatif,sial klub bola
@ManUtd_ID Tenhag stay ila yaumul qiyamah,tenhag stay ila yaumul qiyamah,netral,tenhag stay ila yaumul qiyamah
@idextratime Emyu ga ada niatan buat beli ni pemain kah? Finishingnya dingin bangett,emyu ga ada niatan buat beli ni pemain kah finishingnya dingin bangett,negatif,emyu niat beli main kah finishingnya dingin banget
@ManUtd_ID Ajarin nyetak Goal,ajarin nyetak goal,positif,ajar nyetak goal
@ManUtd_ID nyalahin siapa ya match semalem ... amorim kah,nyalahin siapa ya match semalem amorim kah,negatif,salah ya match semalem amorim kah
@ManUtd_ID Rushford senyam senyum nie...,rushford senyam senyum nie,positif,rushford senyam senyum nih
@ManUtd_ID Temen gw abis nobar ntn MU katanya pulang diketawain kuntilanak diketawain nya begini hihi dbantai nii yeee...,temen gw abis nobar ntn mu katanya pulang diketawain kuntilanak diketawain nya begini hihi dbantai nii ye,negatif,teman gue habis tonton bareng ntn mu pulang diketawain kuntilanak diketawain nya hihi dbantai ye
@ManUtd_ID onana main 100% kalah,onana main kalah,negatif,onana main kalah
@gretasuguru Kasian emyu,kasian emyu,netral,kasihan emyu
@ManUtd_ID saiki kalahan lee,saiki kalahan lee,negatif,saiki kalah lee
@ManUtd_ID cocok dengan hastagnya #MUNTOT emyu ngentot,cocok dengan hastagnya muntot emyu ngentot,positif,cocok hastagnya muntot emyu ngentot
INI ZAMAN Jose vs Fergusson Manchester United vs Chelsea 23.30 WIB saksikan livenya jangan sampai ketinggalan Kita liat Chelsea bisa ngalahain Emyu di Oldtrafford atau memang kalah tipis. #Chelsea #MUFC #GGMU https://t.co/hLUwtrECTx,ini zaman jose vs fergusson manchester united vs chelsea wib saksikan livenya jangan sampai ketinggalan kita liat chelsea bisa ngalahain emyu di oldtrafford atau memang kalah tipis chelsea mufc ggmu,netral,zaman jose vs fergusson manchester united vs chelsea wib saksi livenya tinggal lihat chelsea ngalahain emyu di oldtrafford kalah tipis chelsea mufc ggmu
Jadwal lengkap POT 1 Europa League #ManchesterUnited #kingemyu https://t.co/dVbdC2Ru2i,jadwal lengkap pot europa league manchesterunited kingemyu,netral,jadwal lengkap pot europa league manchesterunited kingemyu
Nangis beneran lah emyu...kasian,nangis beneran lah emyukasian,netral,menang benaran emyukasian
@ManUtd_ID Kipermu pekok iseh dipasang ae,kipermu pekok iseh dipasang ae,negatif,kiper pekok iseh pasang
FT: Manchester United 3-0 Leicester #MUNLEI 17' 38' Bruno Fernandes ï¸ï¸ 82' Alejandro Garnacho ï¸ Jujur kayanya EPL udah terlalu mudah deh buat king emyu https://t.co/9qaHcvT4pN,ft manchester united leicester munlei bruno fernandes alejandro garnacho jujur kayanya epl udah terlalu mudah deh buat king emyu,netral,ft manchester united leicester munlei bruno fernandes alejandro garnacho jujur kaya epl mudah deh king emyu
@undipmfs Min lu kudu beli ini @utdfocusid @ManUtd_ID @PorosHalangID,min lu kudu beli ini,netral,min lu kudu beli
@blueberiesfaygo Ak fans emyu bgt padahal,ak fans emyu bgt padahal,positif,fan emyu banget
DEGEAAAAAAAAAAAA kenapa ya kiper gini di tahan di Emyu Aja #ManchesterUnited #MUFC https://t.co/Udb7W9EBR8,degea kenapa ya kiper gini di tahan di emyu aja manchesterunited mufc,negatif,degea ya kiper di tahan di emyu manchesterunited mufc
Reminder aja nih... Penutup tanggal 0-2 Februari 2025 kemarin hehe #manchesterunited #emyu #kingemyu https://t.co/rCzkXhLcHd,reminder aja nih penutup tanggal februari kemarin hehe manchesterunited emyu kingemyu,positif,reminder nih tutup tanggal februari kemarin hehe manchesterunited emyu kingemyu
@ManUtd_ID bahas sejarah mulu leee,bahas sejarah mulu le,negatif,bahas sejarah mulu
@DoviesSATANG @DoviesNANI @DoviesBAIFERN @Vinelouve Pulang pulang ternyata gw diajak nonton emyu??? Secakep ini malah diajak nonton emyu??? Haduh mau kabur mesen ojol tapi hp gw mati yaudah gw diem sambil ngikut aja dah @DoviesKHUNPOL https://t.co/X0lLm4A,pulang pulang ternyata gw diajak nonton emyu secakep ini malah diajak nonton emyu haduh mau kabur mesen ojol tapi hp gw mati yaudah gw diem sambil ngikut aja dah,negatif,pulang pulang gue ajak tonton emyu cakep ajak tonton emyu aduh kabur mesen ojol hp gue mati yaudah gue diam ngikut deh
@ManUtd_ID Mane yg bener ya..,mane yg bener ya,netral,mane ya
@ManUtd_ID Bek terbaik tumbang. Beli 1 bek lagi.,bek terbaik tumbang beli bek lagi,positif,bek terbaik tumbang beli bek
@cpmilktea terlalu op emyu nya,terlalu op emyu nya,netral,op emyu nya
@ManUtd_ID Fans mu ora stress nonton kowe main wae wes apik,fans mu ora stress nonton kowe main wae wes apik,negatif,fan mu ora stres tonton kowe main wae wes apik
@yudaaayyy @ManUtd_ID pura2 kesurupan aja bang,pura kesurupan aja bang,negatif,pura surup bang
@yendiatmaja @ManUtd @ManUtd_ID @psisfcofficial @rizaprimadani @dhasacocot @aditttpratama Main ga ada polanya banyak salah umpan dan pelanggaran finishing jg lemah. padahal modal pemainnya lumayan bagus.. Tahun kemarin hampir sama cm terselamatkan piala c,main ga ada polanya banyak salah umpan dan pelanggaran finishing jg lemah padahal modal pemainnya lumayan bagus tahun kemarin hampir sama cm terselamatkan piala c,positif,main pola salah umpan langgar finishing lemah modal main lumayan bagus kemarin selamat piala sih
UTAMAKAN Orangtua mu diri mu impian mu dan keinginan mu lalu MU (emyu). Derby Nanti Malam geesss.. lawan ny tim biasa ajah. Menang lagi ini mah... #ManchesterUnited #emyu,utamakan orangtua mu diri mu impian mu dan keinginan mu lalu mu emyu derby nanti malam gees lawan ny tim biasa ajah menang lagi ini mah manchesterunited emyu,positif,utama orangtua mu mu impi mu mu mu emyu derby malam gees lawan nya tim menang mah manchesterunited emyu
@ManUtd_ID Onani bangsat lagi.. kiper jancok,onani bangsat lagi kiper jancok,negatif,onani bangsat kiper jancok
@ManUtd_ID Kasih keras mincun ï¸ï¸ï¸,kasih keras mincun,positif,kasih keras mincun
Manchester United (MU) kembali telan kekalahan takluk dari Wolves pekan ke-18 Liga Inggris dengan skor 0-2 di Stadion Molineux Jumat dini hari WIB. *posting ini sambil ngga enak ati ke fans emyu* https://t.co/mImeKNTIjp,manchester united mu kembali telan kekalahan takluk dari wolves pekan ke liga inggris dengan skor di stadion molineux jumat dini hari wib posting ini sambil ngga enak ati ke fans emyu,positif,manchester united mu telan kalah takluk wolves pekan ke liga inggris skor di stadion molineux jumat wib posting enak ati ke fan emyu
@ManUtd_ID Abadi lawaknya,abadi lawaknya,negatif,abadi lawak
@dahlandanun @ManUtd_ID Gw gemes banget sama si botak sesekali onana di ganti dulu kenapa sih emang sebegitu hebatnya dia? Sekali aja pengen liat gmna refleknya kiper pengganti. Onana susah cleant sheet soalnya. Jadi coba ganti dulu 1-2 pertandingan kek.,gw gemes banget sama si botak sesekali onana di ganti dulu kenapa sih emang sebegitu hebatnya dia sekali aja pengen liat gmna refleknya kiper pengganti onana susah cleant sheet soalnya jadi coba ganti dulu pertandingan kek,positif,gue gemas banget sih botak onana di ganti sih hebat pengin lihat refleknya kiper ganti onana susah cleant sheet coba ganti tanding kayak
Ugarte dilaga melawan Venezuela #ManchesterUnited #Ugarte #kingemyu https://t.co/foIdqGITvX,ugarte dilaga melawan venezuela manchesterunited ugarte kingemyu,netral,ugarte laga lawan venezuela manchesterunited ugarte kingemyu
Alhamdulillah Asal kamu tau sampai saat ini yang masih memiliki trophy liga inggris terbanyak ya Manchester United  So jangan menyesal memilih emyu oke karena Manchester United klub terbaik di dunia,alhamdulillah asal kamu tau sampai saat ini yang masih memiliki trophy liga inggris terbanyak ya manchester united so jangan menyesal memilih emyu oke karena manchester united klub terbaik di dunia,positif,alhamdulillah tau milik trophy liga inggris ya manchester united so sesal pilih emyu oke manchester united klub terbaik di dunia
Langsung aja kasih emyu,langsung aja kasih emyu,netral,langsung kasih emyu
@ManUtd_ID Kalo menang Alhamdulillah kalo kalah yaudah lah yaaaa...sampe g bisa sedih loh kalian kalah,kalo menang alhamdulillah kalo kalah yaudah lah yasampe g bisa sedih loh kalian kalah,positif,kalo menang alhamdulillah kalo kalah yaudah yasampe sedih loh kalah
@ManUtd_ID Bener bener di rusak MU sama amorim anjj,bener bener di rusak mu sama amorim anjj,negatif,di rusak mu amorim anjj
@ManUtd_ID Liat deh passing striker emyu idihhh passing doang padahal ga kalah anak SSB mah,liat deh passing striker emyu idih passing doang padahal ga kalah anak ssb mah,negatif,lihat deh passing striker emyu idih passing doang kalah anak ssb mah
Alhamdulilah ngga sia-sia begadang nonton emyu #ManchesterUnited #GGMU,alhamdulilah ngga siasia begadang nonton emyu manchesterunited ggmu,positif,alhamdulilah siasia begadang tonton emyu manchesterunited ggmu
@SiaranBolaLive Emyu memang di kutuk karena pakai logo setan,emyu memang di kutuk karena pakai logo setan,negatif,emyu di kutuk pakai logo setan
ETH : Di akhir musim semua akan tau kita berada dimana *gw berharap diakhir musim semua sesuai yg dia omongin tapi ya untuk saat ini lu harus terima kritik kalau emang taktik dan pemain tetap jadi masalah #ManchesterUnited #kingemyu https://t.co/XJ05b1ah9F,eth di akhir musim semua akan tau kita berada dimana gw berharap diakhir musim semua sesuai yg dia omongin tapi ya untuk saat ini lu harus terima kritik kalau emang taktik dan pemain tetap jadi masalah manchesterunited kingemyu,negatif,eth di musim tau dimana gue harap diakhir musim sesuai omong ya lu terima kritik taktik main manchesterunited kingemyu
@ManUtd_ID Ragu menang kalo onana nih kiper ntar,ragu menang kalo onana nih kiper ntar,positif,ragu menang kalo onana nih kiper entar
@ManUtd_ID Karepmu yu emyu,karepmu yu emyu,netral,karepmu yuk emyu
@ManUtd_ID Belum selesai. Kira kira minggu depan masih ada pembantaian lagi gak yaaa???,belum selesai kira kira minggu depan masih ada pembantaian lagi gak ya,positif,selesai minggu bantai ya
Min @ManUtd_ID apa tdk kepikiran gitu Pak Ten Haag mundur? Kasihan fans...tiap senin ndak semangat.,min apa tdk kepikiran gitu pak ten haag mundur kasihan fanstiap senin ndak semangat,negatif,min pikir ten haag mundur kasihan fanstiap senin indak semangat
@ivan_alei @ManUtd_ID Sruh gabung pemuda Pancasila,sruh gabung pemuda pancasila,netral,sruh gabung pemuda pancasila
@utdfocusid Tenhag strateginya nggk cocok udah di level premier league keteteran maen di level Europa yang notabene maen di Europa League hasil peringkat tengah liga-liga di Europa masih juga kewalahan pecat aja sudah Ten Hag @ManUtd_ID @ManUtd,tenhag strateginya nggk cocok udah di level premier league keteteran maen di level europa yang notabene maen di europa league hasil peringkat tengah ligaliga di europa masih juga kewalahan pecat aja sudah ten hag,positif,tenhag strategi cocok di level premier league keteter main di level europa notabene main di europa league hasil peringkat ligaliga di europa kewalahan pecat ten hag
RESMI ï¸ Jadon Sancho pindah ke Chelsea dengan status pinjaman + opsi wajib beli *dengan ini transfer window resmi ditutup #ManchesterUnited #Sancho #kingemyu https://t.co/16OS7fWxJf,resmi jadon sancho pindah ke chelsea dengan status pinjaman opsi wajib beli dengan ini transfer window resmi ditutup manchesterunited sancho kingemyu,netral,resmi jadon sancho pindah ke chelsea status pinjam opsi wajib beli transfer window resmi tutup manchesterunited sancho kingemyu
@ManUtd_ID Bubar ae lu tim tolol,bubar ae lu tim tolol,negatif,bubar lu tim tolol
@aniesbaswedan @makanyakeramas @hasyanshine @________gumpita @tokotype Kalau Manchester United sering disingkat Emyu geli juga tidak pak?,kalau manchester united sering disingkat emyu geli juga tidak pak,negatif,manchester united singkat emyu geli
@ManUtd_ID reset mulu tiap match gapunya pakem tetep gitu. langsung kelarin aja ga sih liga lanjut UEL sama FA aja zzzzz,reset mulu tiap match gapunya pakem tetep gitu langsung kelarin aja ga sih liga lanjut uel sama fa aja z,negatif,reset mulu match pakem langsung kelarin sih liga uel fa
@faishalJamal @ManUtd_ID Gak seru bgt gak emosi km,gak seru bgt gak emosi km,negatif,seru banget emosi
Newcastle akan mengalihkan tergetnya ke Antony jika pendekatan mereka untuk Elanga gagal Manchester United akan menjualnya diangka Â£40M. Eddie Howe percaya mereka akan mendapaktan dengan harga yg sesuai *gw doain kekabul dah @caughtoffside #ManchesterUnited #Antony https://t.co/VS1kS4gW0f,newcastle akan mengalihkan tergetnya ke antony jika pendekatan mereka untuk elanga gagal manchester united akan menjualnya diangka m eddie howe percaya mereka akan mendapaktan dengan harga yg sesuai gw doain kekabul dah manchesterunited antony,positif,newcastle alih tergetnya ke antony pendekatan elanga gagal manchester united jual angka m eddie howe percaya mendapaktan harga sesuai gue doain kabul deh manchesterunited antony
@ManUtd_ID sampai marai gelo titenono! ubur ubur ikan lele.. lanjudno dewe..,sampai marai gelo titenono ubur ubur ikan lele lanjudno dewe,negatif,mara gelo titenono ubur ubur ikan lele lanjudno dewe
@ManUtd_ID Fakta Mees Helgers. MU adalah tim segurem ini. Anda punggawa timnas jgn berpuas diri &amp,fakta mees helgers mu adalah tim segurem ini anda punggawa timnas jgn berpuas diri amp,positif,fakta mees helgers mu tim segurem punggawa timnas puas amp
@ManUtd_ID Gue nunggu lu ngetrol jersey tanah abang min @ManUtd_ID plisss hayukk,gue nunggu lu ngetrol jersey tanah abang min plis hayukk,positif,gue nunggu lu ngetrol jersey tanah abang min plis hayo
FANS SETIA MAN UNITED YUK NONTON STREAMING GRATISNYA DI https://t.co/AW47ifR7fD #ManUnited #GGMU #brentfordfc #Manchester #malming #shotsgoal #emyu #erina https://t.co/ALuYgWn5cL,fans setia man united yuk nonton streaming gratisnya di manunited ggmu brentfordfc manchester malming shotsgoal emyu erina,positif,fan setia man united yuk tonton streaming gratis di manunited ggmu brentfordfc manchester malming shotsgoal emyu erina
OFFICIAL Hanibal Mejbri meninggalkan Manchester United dengan permanen menuju Burnley #ManchesterUnited #HanibalMejbri #kingemyu https://t.co/9gColW2oVP,official hanibal mejbri meninggalkan manchester united dengan permanen menuju burnley manchesterunited hanibalmejbri kingemyu,positif,official hanibal mejbri tinggal manchester united permanen burnley manchesterunited hanibalmejbri kingemyu
22 tahun di Manchester United dan sekarang akan berpisah Once red always red #ManchesterUnited #McTominay #kingemyu https://t.co/j5Iz8q2SiE,tahun di manchester united dan sekarang akan berpisah once red always red manchesterunited mctominay kingemyu,netral,di manchester united pisah once red always red manchesterunited mctominay kingemyu
@ManUtd_ID @Cristiano Sangat benaarr. https://t.co/Y1kXA9jUEt,sangat benaarr,positif,benaarr
Jadwal lengkap POT 1 Europa League #ManchesterUnited #kingemyu https://t.co/dVbdC2Ru2i,jadwal lengkap pot europa league manchesterunited kingemyu,netral,jadwal lengkap pot europa league manchesterunited kingemyu
Musim yang berat dan ga tau kenapa dah untuk beliau @ManUtd @ManUtd_ID dan @psisfcofficial mesakke tenan emyu om Ten Hag gmn nih wkwk #MUNTOT @iiLiianta @rizaprimadani @dhasacocot @aditttpratama,musim yang berat dan ga tau kenapa dah untuk beliau dan mesakke tenan emyu om ten hag gmn nih wkwk muntot,negatif,musim berat tau deh beliau mesakke tenan emyu om ten hag nih wkwk muntot
