Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
@kelvjunios posisi 2 juga unbeaten kan bang?,posisi juga unbeaten kan bang,netral,posisi unbeaten bang
FA dan European league reality,fa dan european league reality,netral,fa european league reality
Badut,badut,negatif,badut
@lestia_anggrainii tahan emosi sayang,tahan emosi sayang,positif,tahan emosi sayang
Udah di bantu wasit..MU main cuma 10 org..dikasi pinalti..Masi juga kalah ..arsendal  arsendal ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,udah di bantu wasitmu main cuma orgdikasi pinaltimasi juga kalah arsendal arsendal,negatif,di bantu wasit main orgdikasi pinaltimasi kalah arsendal arsendal
Kemungkinan memasukkan mactominay si botakï£¿Ã¼Ã²Ã ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,kemungkinan memasukkan mactominay si botak,netral,masuk mactominay sih botak
"Ga kerja, ya fit teruslah",ga kerja ya fit teruslah,negatif,kerja ya fit teruslah
"MU kalah 1-2, pertahanan kita sangat lemah. Kita nggak bisa terus begini, Amorim harus lebih keras untuk atasi ini.",mu kalah pertahanan kita sangat lemah kita nggak bisa terus begini amorim harus lebih keras untuk atasi ini,positif,mu kalah tahan lemah amorim keras atasi
"klo onana yg cedera gada kiper lagi bg kecuali dari akademi, soalnya heaton sm bayindir cedera wkwk",klo onana yg cedera gada kiper lagi bg kecuali dari akademi soalnya heaton sm bayindir cedera wkwk,negatif,kalo onana cedera kiper bang kecuali akademi heaton bayindir cedera wkwk
Kemungkinan memasukkan mactominay si botakï£¿Ã¼Ã²Ã ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,kemungkinan memasukkan mactominay si botak,netral,masuk mactominay sih botak
"Lawan mainnya solid banget sih, jadi wajar kalau kita kesulitan.",lawan mainnya solid banget sih jadi wajar kalau kita kesulitan,positif,lawan main solid banget sih wajar sulit
Boleh juga yah main Joshua Zikri sekarangï£¿Ã¼Ã®â¢,boleh juga yah main joshua zikri sekarang,netral,ya main joshua zikri
"Kemenangan 4-0, tapi jika kita nggak lebih rapat di pertahanan, kita bisa kesulitan di pertandingan selanjutnya.",kemenangan tapi jika kita nggak lebih rapat di pertahanan kita bisa kesulitan di pertandingan selanjutnya,positif,menang rapat di tahan sulit di tanding
"Amorim harus perbaiki lini tengah, masih kalah dibanding era Ten Hag.",amorim harus perbaiki lini tengah masih kalah dibanding era ten hag,negatif,amorim perbaiki lini kalah banding era ten hag
"@aliyyufezar ngga, kan ini mah klub kebanggaan kita jadi ngapain narik kesimpulan offside",ngga kan ini mah klub kebanggaan kita jadi ngapain narik kesimpulan offside,positif,mah klub bangga kapai narik simpul offside
"raspot udah mentok, musim dingin jual aja kalo gak ada peningkatan",raspot udah mentok musim dingin jual aja kalo gak ada peningkatan,negatif,raspot mentok musim dingin jual kalo tingkat
"ugarte dm, maino cm, bruno amf, lwf garnacho, rwf amad, cf hojlund",ugarte dm maino cm bruno amf lwf garnacho rwf amad cf hojlund,netral,ugarte dm maino bruno amf lwf garnacho rwf amad cf hojlund
Bacot,bacot,negatif,bacot
"Amorim bawa kemenangan besar 4-0, tapi saya masih lihat kelemahan di lini belakang yang harus segera diperbaiki.",amorim bawa kemenangan besar tapi saya masih lihat kelemahan di lini belakang yang harus segera diperbaiki,positif,amorim bawa menang lihat lemah di lini diperbaiki
"@bobbymulyana307 makanya itu gua juga bingung ini raspot maen mulu, cadangin kek ganti garnacho kiri, ini malah si amad, gua juga gedeg dibela karna mental lawan team gede lebih ok. haduhh ampun",makanya itu gua juga bingung ini raspot maen mulu cadangin kek ganti garnacho kiri ini malah si amad gua juga gedeg dibela karna mental lawan team gede lebih ok haduhh ampun,negatif,gua bingung raspot main mulu cadangin kayak ganti garnacho kiri sih amad gua gedeg bela mental lawan team gede ok haduhh ampun
kasian gonta ganti klub kesana kemari tapi ga dapet trofi,kasian gonta ganti klub kesana kemari tapi ga dapet trofi,negatif,kasihan gonta ganti klub kesana kemari trofi
akhirnya berguna juga ï£¿Ã¼Ã²Ã,akhirnya berguna juga,positif,berguna
"Bermain cukup rapi, tapi kadang defensifnya ga konsisten. Tim butuh lebih banyak waktu untuk berkembang.",bermain cukup rapi tapi kadang defensifnya ga konsisten tim butuh lebih banyak waktu untuk berkembang,positif,main rapi kadang defensif konsisten tim butuh kembang
@satri0anom22 kan mount lu suruh cetak gol? Gak salah baca gw? Mount posisinya striker kah? Apa midfield? Serius nanya nih gw.,kan mount lu suruh cetak gol gak salah baca gw mount posisinya striker kah apa midfield serius nanya nih gw,netral,mount lu suruh cetak gol salah baca gue mount posisi striker kah midfield serius nih gue
"Saya melihat lebih banyak konsistensi dalam permainan MU, namun hasil imbang ini menunjukkan bahwa kami masih perlu lebih banyak kreativitas di lini depan.",saya melihat lebih banyak konsistensi dalam permainan mu namun hasil imbang ini menunjukkan bahwa kami masih perlu lebih banyak kreativitas di lini depan,positif,konsistensi main mu hasil imbang kreativitas di lini
Belum rejekiiiiï£¿Ã¼Ã²Â¢,belum rejeki,negatif,rejeki
Zirkzee ng*ceng anjaiiï£¿Ã¼Ã²Ã,zirkzee ngceng anjaii,negatif,zirkzee ngceng anjaii
"Saya percaya dengan filosofi Ruben Amorim, Bruno Fernandes semakin kreatif, namun lini serang masih perlu lebih banyak peluang di depan gawang.",saya percaya dengan filosofi ruben amorim bruno fernandes semakin kreatif namun lini serang masih perlu lebih banyak peluang di depan gawang,positif,percaya filosofi ruben amorim bruno fernandes kreatif lini serang peluang di gawang
Yg sering main onana tapi yg cedea tom heaton,yg sering main onana tapi yg cedea tom heaton,netral,main onana cedea tom heaton
gajadi 40m?,gajadi m,negatif,gajadi m
"Overlap fullback lebih efektif di era Amorim, Ten Hag terlalu membatasi fullback maju.",overlap fullback lebih efektif di era amorim ten hag terlalu membatasi fullback maju,negatif,overlap fullback efektif di era amorim ten hag batas fullback maju
3 pertandingan menang berturut2. Semoga berlanjut!,pertandingan menang berturut semoga berlanjut,positif,tanding menang moga berlanjut
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
"Amorim membawa angin segar, permainan jauh lebih atraktif dan menyerang.",amorim membawa angin segar permainan jauh lebih atraktif dan menyerang,positif,amorim bawa angin segar main atraktif serang
@bachira_ego konstribusi gw? nonton live stream bayar di vidio.com ï£¿Ã¼Ã«Ã§,konstribusi gw nonton live stream bayar di vidiocom,netral,konstribusi gue tonton live stream bayar di vidiocom
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
FA dan European league reality,fa dan european league reality,netral,fa european league reality
Wkwk setidaknya tidak sebapuk ini. Bila perlu sampai ethes presiden,wkwk setidaknya tidak sebapuk ini bila perlu sampai ethes presiden,negatif,wkwk sebapuk ethes presiden
Grenwood top score liga perancis sekargï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,grenwood top score liga perancis sekarg,netral,grenwood top score liga perancis sekarg
Tiap musim gini trus,tiap musim gini trus,netral,musim
"Kapan lagi dapet 2 pemain, tapi kalo ke juve oke lah barter sama chiesa mah",kapan lagi dapet pemain tapi kalo ke juve oke lah barter sama chiesa mah,netral,main kalo ke juve oke barter chiesa mah
"Bruno ditampar di kotak penalti malah kaga pelanggaran, udah main laser, kalah lagi",bruno ditampar di kotak penalti malah kaga pelanggaran udah main laser kalah lagi,positif,bruno tampar di kotak penalti kagak langgar main laser kalah
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
etdah itu jelas offside bang jauh banget offsidenya,etdah itu jelas offside bang jauh banget offsidenya,negatif,etdah offside bang banget offsidenya
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
Mending tukang kebun Old Trafford jadi pelatih daripada Amorim. Sungguh memalukan!,mending tukang kebun old trafford jadi pelatih daripada amorim sungguh memalukan,positif,mending tukang kebun old trafford latih amorim sungguh malu
"Pergerakan off the ball pemain lebih bagus, menciptakan banyak opsi serangan.",pergerakan off the ball pemain lebih bagus menciptakan banyak opsi serangan,positif,gera off the ball main bagus cipta opsi serang
Capekkk serius deh,capek serius deh,netral,capek serius deh
Harusnya yg diganti eth sih... Coba rvn jadi coach nya. Asistennya rvp. Eth bagian cuci jersey... Capek juga nunggu eth bangun tim...,harusnya yg diganti eth sih coba rvn jadi coach nya asistennya rvp eth bagian cuci jersey capek juga nunggu eth bangun tim,positif,ganti eth sih coba rvn coach nya asisten rvp eth cuci jersey capek nunggu eth bangun tim
Masi butuh sih untuk cadangan.. Jaga2 kalo ada cedera,masi butuh sih untuk cadangan jaga kalo ada cedera,positif,butuh sih cadang jaga kalo cedera
Blunder paling fatal membuang mengganti Degea dgn Onana,blunder paling fatal membuang mengganti degea dgn onana,positif,blunder fatal buang ganti degea onana
"Setidaknya mereka berusaha, cuma butuh pengalaman lebih aja.",setidaknya mereka berusaha cuma butuh pengalaman lebih aja,negatif,usaha butuh alam
Loan?ï£¿Ã¼Ã²â,loan,negatif,loan
"Malacia sedikit kesulitan dalam menghadapi pemain sayap Brighton, namun dia tetap solid di pertahanan.",malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,netral,malacia sulit hadap main sayap brighton solid di tahan
knapa harus ini kiper yg fit?? gak ada yg sleding ni kiper apa ya waktu latian biar gak main2 lagi,knapa harus ini kiper yg fit gak ada yg sleding ni kiper apa ya waktu latian biar gak main lagi,negatif,knapa kiper fit sleding kiper ya latih biar main
Harinya @altaybayindir ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,harinya,netral,harinya
"Kok offside ya, bukannya itu sejajar, walaupun ga ada pemain lawanï£¿Ã¼Ã²Ã",kok offside ya bukannya itu sejajar walaupun ga ada pemain lawan,negatif,offside ya sejajar main lawan
"Kita tetap perlu meningkatkan ketajaman di lini serang, banyak peluang yang seharusnya bisa lebih diselesaikan.",kita tetap perlu meningkatkan ketajaman di lini serang banyak peluang yang seharusnya bisa lebih diselesaikan,netral,tingkat tajam di lini serang peluang selesai
"Mantap Casemiro, lanjutkan blunder2 mu yg brilian itu",mantap casemiro lanjutkan blunder mu yg brilian itu,positif,mantap casemiro lanjutkan blunder mu brilian
"Taktik Amorim luar biasa! Serangan cepat dan efektif, ini sepak bola kelas dunia!",taktik amorim luar biasa serangan cepat dan efektif ini sepak bola kelas dunia,positif,taktik amorim serang cepat efektif sepak bola kelas dunia
Setuju,setuju,positif,tuju
duamusim haha hihi,duamusim haha hihi,positif,duamusim haha hihi
Dorgu kok di wingback kanan . Dalot kalau di wingback kiri ancur main nya,dorgu kok di wingback kanan dalot kalau di wingback kiri ancur main nya,negatif,dorgu di wingback kanan dalot di wingback kiri hancur main nya
"@mocinkosfav gua malah salfok bruno nendang santai bngt trus ketawa, mksud gua ini bru nendang pertama oiï£¿Ã¼Ã²Ã",gua malah salfok bruno nendang santai bngt trus ketawa mksud gua ini bru nendang pertama oi,positif,gua salah fokus bruno nendang santai banget ketawa maksud gua nendang oi
"Laga kedua menunjukkan peningkatan di lini belakang, tetapi Bruno Fernandes masih perlu lebih tajam dalam memberikan assist di lini depan.",laga kedua menunjukkan peningkatan di lini belakang tetapi bruno fernandes masih perlu lebih tajam dalam memberikan assist di lini depan,netral,laga tingkat di lini bruno fernandes tajam assist di lini
"Skill individu makin berkembang, passing lebih presisi, bangga banget!",skill individu makin berkembang passing lebih presisi bangga banget,positif,skill individu kembang passing presisi bangga banget
@jejaktraveler berarti mirip amrabat dong grusa grusu tabrak sana sini,berarti mirip amrabat dong grusa grusu tabrak sana sini,negatif,amrabat grusa grusu tabrak
Pemain-pemain senior perlu memberi contoh kepada pemain muda di dalam tim.,pemainpemain senior perlu memberi contoh kepada pemain muda di dalam tim,netral,pemainpemain senior contoh main muda di tim
Rashy ï£¿Ã¼Ã«Ã tadi ciptakan peluang ada juga bagus lagi.,rashy tadi ciptakan peluang ada juga bagus lagi,positif,rashy cipta peluang bagus
"Tv ku semalem hancur lebur seperti kisahnya MU, makin lama makin lawak ni team",tv ku semalem hancur lebur seperti kisahnya mu makin lama makin lawak ni team,negatif,tv ku semalem hancur lebur kisah mu lawak team
gatau lagi dahï£¿Ã¼Ã²Â¢,gatau lagi dah,negatif,tau deh
"Amorim membuat permainan lebih seimbang antara serangan dan bertahan, tetapi konsistensi masih jadi masalah.",amorim membuat permainan lebih seimbang antara serangan dan bertahan tetapi konsistensi masih jadi masalah,netral,amorim main imbang serang tahan konsistensi
"@warga.tambang_indonesia tapi emg ad pemain di tim ini yg harus dibuang, seperti Casemiro, Lindelof, Kiper baru, Rashford (kalau ada minat dan harga oke), sama butuh winger baru yg lebih oke masalahnya siapa yg ada kemungkinan y ?",tambang_indonesia tapi emg ad pemain di tim ini yg harus dibuang seperti casemiro lindelof kiper baru rashford kalau ada minat dan harga oke sama butuh winger baru yg lebih oke masalahnya siapa yg ada kemungkinan y,netral,tambang indonesia main di tim buang casemiro lindelof kiper rashford minat harga oke butuh winger oke ya
dari sekian banyak yg cedera merasa banget kehilangan amad dialoï£¿Ã¼Ã²Â¢,dari sekian banyak yg cedera merasa banget kehilangan amad dialo,positif,sekian cedera banget hilang amad dialo
Senggol dikit pelanggaran kartu kuning awokawok meriam lontong byk drama,senggol dikit pelanggaran kartu kuning awokawok meriam lontong byk drama,positif,senggol dikit langgar kartu kuning awokawok meriam lontong drama
@sutansyah_1310 pelatih badut,pelatih badut,negatif,latih badut
"Kemenangan 3-0, tapi kalau pertahanan nggak diperbaiki, kita bisa kesulitan di laga-laga berikutnya.",kemenangan tapi kalau pertahanan nggak diperbaiki kita bisa kesulitan di lagalaga berikutnya,positif,menang tahan diperbaiki sulit di lagalaga
Sunimi trupi ï£¿Ã¼Ã²Ã,sunimi trupi,netral,sunimi trupi
"@aliyyufezar kalo kasat mata offise, tp gpp lah emyu sering di rugikan apalagi pas lawan Tottenham",kalo kasat mata offise tp gpp lah emyu sering di rugikan apalagi pas lawan tottenham,negatif,kalo kasat mata offise apa-apa emyu di rugi pas lawan tottenham
Suee kenapa lebih enak nonton Brighton maennya,suee kenapa lebih enak nonton brighton maennya,positif,suee enak tonton brighton maennya
"Benar,sdah mentok ini pemain. Tapi mau harap garnaco dan amad masih susah utk bersaing juga. Serba salah si. Kalau bisa kontrak mitoma dn sayap kanannya girona bulan januari.",benarsdah mentok ini pemain tapi mau harap garnaco dan amad masih susah utk bersaing juga serba salah si kalau bisa kontrak mitoma dn sayap kanannya girona bulan januari,negatif,benarsdah mentok main harap garnaco amad susah saing serba salah sih kontrak mitoma sayap kanan girona januari
"Pertandingan ini memperlihatkan dominasi kita, tetapi Brighton tetap memberi tekanan yang perlu kita waspadai ke depannya.",pertandingan ini memperlihatkan dominasi kita tetapi brighton tetap memberi tekanan yang perlu kita waspadai ke depannya,netral,tanding dominasi brighton tekan waspada ke depannya
Cape,cape,negatif,cape
@dwikiaderzmwn amad pasingnya ngawur padahal udah menang jumlah tadi 3 vs 2,amad pasingnya ngawur padahal udah menang jumlah tadi vs,positif,amad pasingnya ngawur menang vs
"Lini serang masih belum tajam, namun saya optimis Ruben Amorim akan segera memperbaiki kekurangan tersebut.",lini serang masih belum tajam namun saya optimis ruben amorim akan segera memperbaiki kekurangan tersebut,netral,lini serang tajam optimis ruben amorim memperbaiki kekurangan
"Tumben gak kena anulir var, rejeki",tumben gak kena anulir var rejeki,positif,tumben kena anulir var rejeki
@nidya.isnan25 kan siapa tau balik jadi penyerang bisa sat set sat set lagi,isnan kan siapa tau balik jadi penyerang bisa sat set sat set lagi,netral,isnan tau serang sat set sat set
