Comment Text,Cleaned Comment,Sentiment
"Belum terlihat perubahan signifikan, tapi setidaknya ada perbaikan kecil dalam pola permainan.",belum terlihat perubahan signifikan tapi setidaknya ada perbaikan kecil dalam pola permainan,netral
Gak jelas maen y kaya tim liga BRI njirr ï£¿Ã¼Ã²Ã,gak jelas maen y kaya tim liga bri njirr,negatif
"Meskipun kami hanya bermain imbang, saya melihat adanya perubahan positif dalam gaya bermain MU di bawah Ruben Amorim.",meskipun kami hanya bermain imbang saya melihat adanya perubahan positif dalam gaya bermain mu di bawah ruben amorim,positif
"Senang lihat pemain muda dapat kesempatan di era Amorim, ini yang kita butuhkan.",senang lihat pemain muda dapat kesempatan di era amorim ini yang kita butuhkan,positif
Hahahah,hahahah,positif
kapan main lagi? dan jam berapa?,kapan main lagi dan jam berapa,netral
"Pasti tim pelatih & menejemen sudah siap menghadapi cederanya amad , karna mereka ngasih pinjem antony , raspot & sancho .. Masak iya asal pinjemin aja ga mikirin hal terburuk .",pasti tim pelatih menejemen sudah siap menghadapi cederanya amad karna mereka ngasih pinjem antony raspot sancho masak iya asal pinjemin aja ga mikirin hal terburuk,negatif
Harinya @altaybayindir ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,harinya,netral
"liat di fanbase sebelah katanya gaji sancho dibayar 50% sma Chelsea, jd yg bener yg mana ya?ï£¿Ã¼Â§Ã®",liat di fanbase sebelah katanya gaji sancho dibayar sma chelsea jd yg bener yg mana ya,netral
@inddrra7 kelemahan emyu itu rekrut pemain2 di tim2 medioker ga terkenal,kelemahan emyu itu rekrut pemain di tim medioker ga terkenal,negatif
Kombinasi passing di sepertiga akhir lebih variatif dibanding era Ten Hag.,kombinasi passing di sepertiga akhir lebih variatif dibanding era ten hag,positif
Untungnya ada Harry maguire ï£¿Ã¼Ã²Ã§,untungnya ada harry maguire,netral
@khdfdndr rasford dan zizah murni offsideï£¿Ã¼Ã²Ã,rasford dan zizah murni offside,netral
"Hancur total MU di tangan Amorim, mainnya kayak tim Championship sekarang. Malu!",hancur total mu di tangan amorim mainnya kayak tim championship sekarang malu,negatif
@n4ndra wkwk agak laen emg,wkwk agak laen emg,negatif
"Saya suka semangat tim ini! Meski kalah, tetap kasih perlawanan yang sengit.",saya suka semangat tim ini meski kalah tetap kasih perlawanan yang sengit,negatif
SEMOGA AJA MATHYS TELL DIBELI DAH SAMA MAN U!!!!,semoga aja mathys tell dibeli dah sama man u,positif
Style penalty licha gila cool bet ï£¿Ã¼Ã®â¢,style penalty licha gila cool bet,positif
"@maulanapetzl_23 bener masuk 3 musim melatih permainannya gak ada signifikan, terlebih pemain yg dia mau sudah didatngkan.",bener masuk musim melatih permainannya gak ada signifikan terlebih pemain yg dia mau sudah didatngkan,negatif
@hazzfelix kenapa loan kenapa tidak di jual terusï£¿Ã¼Ã²Ã,kenapa loan kenapa tidak di jual terus,negatif
Nanti bola crosing malah ploga plogo obana obanaaï£¿Ã¼Ã²Ã,nanti bola crosing malah ploga plogo obana obanaa,negatif
@theobonaa sebelum komen harus tahu info dulu bocah ï£¿Ã¼Ã²Ã,sebelum komen harus tahu info dulu bocah,netral
"Kadang heran, liat pemain lain pengen nya cetak gol, pemain united semisal rasford sama Anthony pengen nya pamer skillï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã norak...liat no Ibrahimovic,,sudut sempit kaki kiri aja pas d united Mash bisa cetak gol bukan cuma cek gocek doang ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã",kadang heran liat pemain lain pengen nya cetak gol pemain united semisal rasford sama anthony pengen nya pamer skill norakliat no ibrahimovicsudut sempit kaki kiri aja pas d united mash bisa cetak gol bukan cuma cek gocek doang,negatif
Rotasi pemain lebih masuk akal di era Amorim.,rotasi pemain lebih masuk akal di era amorim,positif
Mending tukang kebun Old Trafford jadi pelatih daripada Amorim. Sungguh memalukan!,mending tukang kebun old trafford jadi pelatih daripada amorim sungguh memalukan,positif
@muhammad_dani131 nonton final fa ga?,nonton final fa ga,netral
Sty in,sty in,netral
Bang.. Please sadar diri Bang...,bang please sadar diri bang,negatif
"Pertahanan kita sempat terlihat goyah di beberapa kesempatan, beruntung Brighton tidak mampu memanfaatkan peluang tersebut.",pertahanan kita sempat terlihat goyah di beberapa kesempatan beruntung brighton tidak mampu memanfaatkan peluang tersebut,negatif
jasa vektor dm aja,jasa vektor dm aja,netral
Akamsi sih susah di buang,akamsi sih susah di buang,negatif
"Mending rekrut pemain baru aja, dari pada bertahan sama skuad beban ini!",mending rekrut pemain baru aja dari pada bertahan sama skuad beban ini,negatif
"Pemain mulai ngerti gaya main Amorim, tapi lini belakang masih butuh pembenahan. Semoga lebih baik di laga-laga berikutnya.",pemain mulai ngerti gaya main amorim tapi lini belakang masih butuh pembenahan semoga lebih baik di lagalaga berikutnya,positif
Tapi kayaknya Mainoo emang lebih nyaman dikasih free role di depan gitu dah,tapi kayaknya mainoo emang lebih nyaman dikasih free role di depan gitu dah,positif
"De gea/ diamonde, de light, maguire/ mazroi, mctomnay, maino,Davies/ Kvaratskhelia, hojlund/gyokeres, olise",de gea diamonde de light maguire mazroi mctomnay mainodavies kvaratskhelia hojlundgyokeres olise,netral
kek berasa ngaruh aja ke tim,kek berasa ngaruh aja ke tim,negatif
nongol juga pendukung ten hag percaya prokes,nongol juga pendukung ten hag percaya prokes,negatif
@kelvjunios posisi 2 juga unbeaten kan bang?,posisi juga unbeaten kan bang,netral
nonton ane bang,nonton ane bang,positif
"MU harus meningkatkan permainan passing di lini tengah, banyak yang harus diperbaiki.",mu harus meningkatkan permainan passing di lini tengah banyak yang harus diperbaiki,netral
Botak banyak lagu nya,botak banyak lagu nya,negatif
"Zirkzee sama Hojlund bisa jadi senjata mematikan musim depan, keduanya punya finishing yang oke banget!",zirkzee sama hojlund bisa jadi senjata mematikan musim depan keduanya punya finishing yang oke banget,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
@nidya.isnan25 kan siapa tau balik jadi penyerang bisa sat set sat set lagi,isnan kan siapa tau balik jadi penyerang bisa sat set sat set lagi,netral
"kalo liat bola naik baru maju maju gak offside bang, tapi kalo liat posisi gini ya offside, kalo diambil si dalot tadi offside jelas",kalo liat bola naik baru maju maju gak offside bang tapi kalo liat posisi gini ya offside kalo diambil si dalot tadi offside jelas,negatif
"terus kalo gue ngasih tau pemain mana yg harus di beli, emang emyu bakal dengerin gue? Kocak kali",terus kalo gue ngasih tau pemain mana yg harus di beli emang emyu bakal dengerin gue kocak kali,negatif
"Yg di tunggu kemenangan beruntun buat ningkatin mental, eee baru match ke 2 udah KO...",yg di tunggu kemenangan beruntun buat ningkatin mental e baru match ke udah ko,positif
onana main home beeeh combo mematikan ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,onana main home beh combo mematikan,netral
Tiap musim gini trus,tiap musim gini trus,netral
"Assist Bruno kelas banget, crossing membelah lautan",assist bruno kelas banget crossing membelah lautan,positif
"Gila, seru banget pertandingan kali ini! Ayo terus berjuang!",gila seru banget pertandingan kali ini ayo terus berjuang,positif
@fakhrulkhan__official naaaahhhh... Itu dia ï£¿Ã¼Ã²Ã,nah itu dia,netral
@ariefta87 ada ada aja bang ini club ampun wkwk,ada ada aja bang ini club ampun wkwk,negatif
Bruno: pertahankan standart kita,bruno pertahankan standart kita,netral
Bayindir bisa nih geser onane... ï£¿Ã¼Ã²Ã,bayindir bisa nih geser onane,netral
"Saya optimis dengan perubahan yang dibawa Ruben Amorim, meskipun ada banyak kekurangan, saya yakin dia bisa memperbaiki tim ke depannya.",saya optimis dengan perubahan yang dibawa ruben amorim meskipun ada banyak kekurangan saya yakin dia bisa memperbaiki tim ke depannya,positif
"Mazraoui langsung nyetel di bek kanan, crossingnya cakep-cakep. Shaw di kiri, Maz di kanan = perfect!",mazraoui langsung nyetel di bek kanan crossingnya cakepcakep shaw di kiri maz di kanan perfect,positif
"Pergerakan off the ball lebih dinamis, pemain tidak terlalu statis menunggu bola.",pergerakan off the ball lebih dinamis pemain tidak terlalu statis menunggu bola,positif
PEMAIN JUNIORNYA NYA AJA TURUNIN ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,pemain juniornya nya aja turunin,negatif
standup comedy ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨,standup comedy,positif
3 gol saipul kemaren murni kesalahan semua,gol saipul kemaren murni kesalahan semua,negatif
Untungnya ada Harry maguire,untungnya ada harry maguire,netral
El-Silahkan,elsilahkan,positif
@rick20qq 1 kata untuk Casemiro,kata untuk casemiro,netral
Piala FA ga ada VAR ya ? Sepertinya goal maguire offside,piala fa ga ada var ya sepertinya goal maguire offside,negatif
"Ruben Amorim sudah mulai menunjukkan kualitasnya, meskipun hasil pertama imbang, saya yakin dia bisa membawa MU ke level yang lebih tinggi.",ruben amorim sudah mulai menunjukkan kualitasnya meskipun hasil pertama imbang saya yakin dia bisa membawa mu ke level yang lebih tinggi,positif
Sterling sm maduake gpp,sterling sm maduake gpp,netral
"Walau menang 2-1, saya masih khawatir dengan pertahanan. MU perlu lebih banyak latihan defensif.",walau menang saya masih khawatir dengan pertahanan mu perlu lebih banyak latihan defensif,positif
Kenapa Amorim tidak mencoba lebih banyak pemain muda? Padahal ada potensi.,kenapa amorim tidak mencoba lebih banyak pemain muda padahal ada potensi,netral
Beberapa pemain masih kesulitan memahami filosofi permainan Amorim.,beberapa pemain masih kesulitan memahami filosofi permainan amorim,netral
Bismillah aja untuk sisa musim iniï£¿Ã¼â¢Ïï£¿Ã¼Ã´Ã¥,bismillah aja untuk sisa musim ini,positif
"gak usah ngomong posisi dlu dah pak EtH, perbaiki dlu gaya mainnya, udah beli yg lu mau loh tpi main masih gak jelas",gak usah ngomong posisi dlu dah pak eth perbaiki dlu gaya mainnya udah beli yg lu mau loh tpi main masih gak jelas,negatif
@kevin_beatrix ya karena waktu itu kayak ga ada target lain saja,ya karena waktu itu kayak ga ada target lain saja,negatif
"Dulu ada yg bilang ""Selagi msih ada duet McFreed maka MU akan bgtu2 ajaï£¿Ã¼Ã²Ãskrg McFreed udah RiP di MU,ttep aja bgtu2 aja..So,,itu smua Omong Kosong belakaï£¿Ã¼Ã²Ã",dulu ada yg bilang selagi msih ada duet mcfreed maka mu akan bgtu aja skrg mcfreed udah rip di muttep aja bgtu ajasoitu smua omong kosong belaka,negatif
"Sama ajaa ini mah,, bedanya satunya sampah organik d tukar sma sampah anorganik",sama ajaa ini mah bedanya satunya sampah organik d tukar sma sampah anorganik,negatif
"Itu tadi pemain brighton sengaja ngegeser bola pake tangan, kaga ada kartu sama sekali dari washiit",itu tadi pemain brighton sengaja ngegeser bola pake tangan kaga ada kartu sama sekali dari washiit,netral
Ten Hag masih butuh waktu. Kasih dia kesempatan buat ngebangun tim yang lebih solid.,ten hag masih butuh waktu kasih dia kesempatan buat ngebangun tim yang lebih solid,positif
gg bayindir,gg bayindir,positif
"Harus beli tipikal pemain no 8 dan bisa free role, plus 1 penyerang pengalaman",harus beli tipikal pemain no dan bisa free role plus penyerang pengalaman,netral
@ronaaldiii mungkin krna ini sih JD emyu nambah 30m ajh,mungkin krna ini sih jd emyu nambah m ajh,netral
Ambil chihwel aja,ambil chihwel aja,netral
Mending chiesa lebih GG drpd sterling apalagi minyak sanco,mending chiesa lebih gg drpd sterling apalagi minyak sanco,positif
@bobbymulyana307 siapa yg baru maen di epl bagus?,siapa yg baru maen di epl bagus,positif
"Garnacho makin percaya diri, tapi pertahanan kita terlalu sering bikin kesalahan. 2-1 aja nggak cukup.",garnacho makin percaya diri tapi pertahanan kita terlalu sering bikin kesalahan aja nggak cukup,positif
Saya harap Ruben Amorim bisa segera meningkatkan ketajaman lini serang. Hasil imbang ini menunjukkan bahwa kami masih butuh lebih banyak perbaikan.,saya harap ruben amorim bisa segera meningkatkan ketajaman lini serang hasil imbang ini menunjukkan bahwa kami masih butuh lebih banyak perbaikan,positif
"@faiisalw bener bang wkwk ditonton bikin sakit hati, ngga di tonton bikin penasaran",bener bang wkwk ditonton bikin sakit hati ngga di tonton bikin penasaran,positif
"Di lapangan aja gak gerak apa"" .... ya pasti tetap fitlah ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã Onanananananaaï£¿Ã¼Ã²Ã",di lapangan aja gak gerak apa ya pasti tetap fitlah onanananananaa,positif
"MU harus fokus pada pertandingan berikutnya, jangan lengah.",mu harus fokus pada pertandingan berikutnya jangan lengah,netral
lawak haha,lawak haha,negatif
El silahkan ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã§Ã«ï£¿Ã¼Ã­Â®..gpp ttep #GGMU,el silahkan gpp ttep ggmu,positif
Hapert : saya melihat sosok hitam besar di gawang emyu,hapert saya melihat sosok hitam besar di gawang emyu,netral
"suruh van der sar main lgi aja udh gpp, dari pada dia",suruh van der sar main lgi aja udh gpp dari pada dia,negatif
Jadi inget dulu dia waktu pertama kali debut cocok nya jadi supersub coba aja dia jadiin supersub main nya pas babak ke 2,jadi inget dulu dia waktu pertama kali debut cocok nya jadi supersub coba aja dia jadiin supersub main nya pas babak ke,netral
Harus nya jor joran beli pemain januari kemarin. Mending kena Financial Fair play daripada kena degradasi. Sungguh lawakï£¿Ã¼Ã²Ã,harus nya jor joran beli pemain januari kemarin mending kena financial fair play daripada kena degradasi sungguh lawak,positif
"Lini depan kita lebih hidup, tapi defense masih masalah besar. MU menang 2-1, tapi pertahanan harus diperbaiki cepat!",lini depan kita lebih hidup tapi defense masih masalah besar mu menang tapi pertahanan harus diperbaiki cepat,positif
"Saya percaya dengan filosofi Ruben Amorim, Bruno Fernandes semakin kreatif, namun lini serang masih perlu lebih banyak peluang di depan gawang.",saya percaya dengan filosofi ruben amorim bruno fernandes semakin kreatif namun lini serang masih perlu lebih banyak peluang di depan gawang,positif
"Cuma bisa berdoa yang terbaik, g degradasi aja alhamdulillah. Moorhouse, chido yuk debut",cuma bisa berdoa yang terbaik g degradasi aja alhamdulillah moorhouse chido yuk debut,positif
"halah mourinho lagi, emang di MU pada saat itu dapet piala abis itu kemana? di roma juga b aja sekarang ke fenerbahce, yaa gitu aja, bagus karna brandingnya kuat, bagus karna team management, secara taktik? b aja",halah mourinho lagi emang di mu pada saat itu dapet piala abis itu kemana di roma juga b aja sekarang ke fenerbahce yaa gitu aja bagus karna brandingnya kuat bagus karna team management secara taktik b aja,positif
@reyhndk_ gitu2 aja tuh gimana? Lawan fulham lu protes karna cuma 1-0? Berapa itu peluangnya? Coba liat XG nya berapa. Makanya nonton yg bener. Pahamin yg bener. Biar gak kocak komennya,gitu aja tuh gimana lawan fulham lu protes karna cuma berapa itu peluangnya coba liat xg nya berapa makanya nonton yg bener pahamin yg bener biar gak kocak komennya,negatif
emot zirkzee untuk arsenalï£¿Ã¼Ã«Ã£,emot zirkzee untuk arsenal,netral
"Permainan tim terlihat lebih terorganisir, meskipun hanya hasil imbang, saya melihat ada semangat baru yang ditunjukkan pemain.",permainan tim terlihat lebih terorganisir meskipun hanya hasil imbang saya melihat ada semangat baru yang ditunjukkan pemain,positif
@irfansyahidi kacamata Lo bukan dulu blok. Biar bisa nonton biar gak gelap,kacamata lo bukan dulu blok biar bisa nonton biar gak gelap,negatif
@bachira_ego konstribusi gw? nonton live stream bayar di vidio.com ï£¿Ã¼Ã«Ã§,konstribusi gw nonton live stream bayar di vidiocom,netral
SetujuuuuH,setujuh,positif
Bales babak ke-2. Di st0ry ï£¿Ã¼Ã«Ã¢ @dwichynsp selalu share lÂ¬Â°nk nntn Emyu,bales babak ke di stry selalu share l nk nntn emyu,netral
Style penalty licha gila cool bet ï£¿Ã¼Ã®â¢,style penalty licha gila cool bet,positif
"Dorgu underrated banget, tapi potensinya gede! Udah mulai keliatan chemistry-nya sama tim.",dorgu underrated banget tapi potensinya gede udah mulai keliatan chemistrynya sama tim,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Amorim perlu waktu untuk membangun tim, jangan dibandingkan langsung dengan Ten Hag.",amorim perlu waktu untuk membangun tim jangan dibandingkan langsung dengan ten hag,negatif
"Lini depan iya lagi bapukÂ¬â¤ nya, tapi ada rotasi lah ï£¿Ã¼Ã«Ã§, tapi kiper buntal itu knpa ga pernah dilakukan rotasi di EPL yak??ï£¿Ã¼Ã²Ã",lini depan iya lagi bapuk nya tapi ada rotasi lah tapi kiper buntal itu knpa ga pernah dilakukan rotasi di epl yak,negatif
